sub_id,trial_num,dot,age,gender,itemprompt,trial_type,rt,left_quant,center_quant,right_quant,audio_prompt,bookl_1,bookl_2,bookl_3,bookl_4,bookc_1,bookc_2,bookc_3,bookc_4,bookr_1,bookr_2,bookr_3,bookr_4,all1,all2,all3,all4,some1,some2,some3,some4,none1,none2,none3,none4,item1,item2,item3,selection_side,correct,selection_type
pilot_2,18,12/3/15,6.110882957,male,monkey,all,2819,all,none,some,allmonkey,images/monkey.png,images/monkey.png,images/monkey.png,images/monkey.png,images/chicken.png,images/chicken.png,images/chicken.png,images/chicken.png,images/monkey.png,images/monkey.png,images/goat.png,images/goat.png,monkey,monkey,monkey,monkey,monkey,monkey,goat,goat,chicken,chicken,chicken,chicken,monkey,goat,chicken,L,Y,all
pilot_2,19,12/3/15,6.110882957,male,dress,some,1719,none,all,some,somedress,images/purse.png,images/purse.png,images/purse.png,images/purse.png,images/dress.png,images/dress.png,images/dress.png,images/dress.png,images/watch.png,images/dress.png,images/dress.png,images/watch.png,dress,dress,dress,dress,watch,dress,dress,watch,purse,purse,purse,purse,dress,watch,purse,R,Y,some
pilot_2,20,12/3/15,6.110882957,male,comb,some,2565,none,some,all,somecomb,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/comb.png,images/comb.png,images/key.png,images/key.png,images/comb.png,images/comb.png,images/comb.png,images/comb.png,comb,comb,comb,comb,comb,comb,key,key,butterfly,butterfly,butterfly,butterfly,comb,key,butterfly,C,Y,some
pilot_2,21,12/3/15,6.110882957,male,necklace,all,2222,some,none,all,allnecklace,images/shorts.png,images/shorts.png,images/necklace.png,images/necklace.png,images/sock.png,images/sock.png,images/sock.png,images/sock.png,images/necklace.png,images/necklace.png,images/necklace.png,images/necklace.png,necklace,necklace,necklace,necklace,shorts,shorts,necklace,necklace,sock,sock,sock,sock,necklace,shorts,sock,R,Y,all
pilot_2,22,12/3/15,6.110882957,male,spoon,some,3783,some,none,all,somespoon,images/firetruck.png,images/spoon.png,images/firetruck.png,images/spoon.png,images/clock.png,images/clock.png,images/clock.png,images/clock.png,images/spoon.png,images/spoon.png,images/spoon.png,images/spoon.png,spoon,spoon,spoon,spoon,firetruck,spoon,firetruck,spoon,clock,clock,clock,clock,spoon,firetruck,clock,L,Y,some
pilot_2,23,12/3/15,6.110882957,male,cat,some,9923,some,all,none,somecat,images/cat.png,images/tiger.png,images/tiger.png,images/cat.png,images/cat.png,images/cat.png,images/cat.png,images/cat.png,images/bear.png,images/bear.png,images/bear.png,images/bear.png,cat,cat,cat,cat,cat,tiger,tiger,cat,bear,bear,bear,bear,cat,tiger,bear,L,Y,some
pilot_2,24,12/3/15,6.110882957,male,present,all,1769,all,some,none,allpresent,images/present.png,images/present.png,images/present.png,images/present.png,images/table.png,images/present.png,images/present.png,images/table.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,present,present,present,present,table,present,present,table,toothbrush,toothbrush,toothbrush,toothbrush,present,table,toothbrush,L,Y,all
pilot_2,25,12/3/15,6.110882957,male,donut,all,2035,none,some,all,alldonut,images/carrot.png,images/carrot.png,images/carrot.png,images/carrot.png,images/orange.png,images/donut.png,images/donut.png,images/orange.png,images/donut.png,images/donut.png,images/donut.png,images/donut.png,donut,donut,donut,donut,orange,donut,donut,orange,carrot,carrot,carrot,carrot,donut,orange,carrot,R,Y,all
pilot_2,26,12/3/15,6.110882957,male,flower,some,1775,all,some,none,someflower,images/flower.png,images/flower.png,images/flower.png,images/flower.png,images/flower.png,images/tree.png,images/tree.png,images/flower.png,images/bee.png,images/bee.png,images/bee.png,images/bee.png,flower,flower,flower,flower,flower,tree,tree,flower,bee,bee,bee,bee,flower,tree,bee,C,Y,some
pilot_2,27,12/3/15,6.110882957,male,balloon,none,2323,some,all,none,noneballoon,images/guitar.png,images/balloon.png,images/balloon.png,images/guitar.png,images/balloon.png,images/balloon.png,images/balloon.png,images/balloon.png,images/drum.png,images/drum.png,images/drum.png,images/drum.png,balloon,balloon,balloon,balloon,guitar,balloon,balloon,guitar,drum,drum,drum,drum,balloon,guitar,drum,R,Y,none
pilot_2,28,12/3/15,6.110882957,male,apple,none,1913,some,all,none,noneapple,images/apple.png,images/banana.png,images/banana.png,images/apple.png,images/apple.png,images/apple.png,images/apple.png,images/apple.png,images/strawberry.png,images/strawberry.png,images/strawberry.png,images/strawberry.png,apple,apple,apple,apple,apple,banana,banana,apple,strawberry,strawberry,strawberry,strawberry,apple,banana,strawberry,R,Y,none
pilot_2,29,12/3/15,6.110882957,male,train,none,3067,none,all,some,nonetrain,images/fork.png,images/fork.png,images/fork.png,images/fork.png,images/train.png,images/train.png,images/train.png,images/train.png,images/train.png,images/bus.png,images/train.png,images/bus.png,train,train,train,train,train,bus,train,bus,fork,fork,fork,fork,train,bus,fork,L,Y,none
pilot_2,30,12/3/15,6.110882957,male,partyhat,none,2803,some,none,all,nonepartyhat,images/partyhat.png,images/trafficlight.png,images/partyhat.png,images/trafficlight.png,images/plate.png,images/plate.png,images/plate.png,images/plate.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,partyhat,partyhat,partyhat,partyhat,partyhat,trafficlight,partyhat,trafficlight,plate,plate,plate,plate,partyhat,trafficlight,plate,C,Y,none
pilot_3,1,12/3/15,4.947296372,female,train,some,17197,some,none,all,sometrain,images/train.png,images/car.png,images/train.png,images/car.png,images/bee.png,images/bee.png,images/bee.png,images/bee.png,images/train.png,images/train.png,images/train.png,images/train.png,train,train,train,train,train,car,train,car,bee,bee,bee,bee,train,car,bee,R,N,all
pilot_3,2,12/3/15,4.947296372,female,lamp,all,5650,some,none,all,alllamp,images/lamp.png,images/map.png,images/map.png,images/lamp.png,images/plate.png,images/plate.png,images/plate.png,images/plate.png,images/lamp.png,images/lamp.png,images/lamp.png,images/lamp.png,lamp,lamp,lamp,lamp,lamp,map,map,lamp,plate,plate,plate,plate,lamp,map,plate,R,Y,all
pilot_3,3,12/3/15,4.947296372,female,paintbrush,all,1729,some,none,all,allpaintbrush,images/paintbrush.png,images/paintbrush.png,images/pencil.png,images/pencil.png,images/bucket.png,images/bucket.png,images/bucket.png,images/bucket.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,paintbrush,paintbrush,paintbrush,paintbrush,paintbrush,paintbrush,pencil,pencil,bucket,bucket,bucket,bucket,paintbrush,pencil,bucket,R,Y,all
pilot_3,4,12/3/15,4.947296372,female,soccer,none,10048,none,some,all,nonesoccer,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/soccer.png,images/soccer.png,images/crayon.png,images/crayon.png,images/soccer.png,images/soccer.png,images/soccer.png,images/soccer.png,soccer,soccer,soccer,soccer,soccer,soccer,crayon,crayon,teddybear,teddybear,teddybear,teddybear,soccer,crayon,teddybear,C,N,some
pilot_3,5,12/3/15,4.947296372,female,turtle,none,3191,all,none,some,noneturtle,images/turtle.png,images/turtle.png,images/turtle.png,images/turtle.png,images/fish.png,images/fish.png,images/fish.png,images/fish.png,images/turtle.png,images/goat.png,images/goat.png,images/turtle.png,turtle,turtle,turtle,turtle,turtle,goat,goat,turtle,fish,fish,fish,fish,turtle,goat,fish,R,N,some
pilot_3,6,12/3/15,4.947296372,female,frog,none,2019,none,all,some,nonefrog,images/tiger.png,images/tiger.png,images/tiger.png,images/tiger.png,images/frog.png,images/frog.png,images/frog.png,images/frog.png,images/cat.png,images/cat.png,images/frog.png,images/frog.png,frog,frog,frog,frog,cat,cat,frog,frog,tiger,tiger,tiger,tiger,frog,cat,tiger,R,N,some
pilot_3,7,12/3/15,4.947296372,female,shirt,all,3268,some,none,all,allshirt,images/shirt.png,images/sock.png,images/sock.png,images/shirt.png,images/hat.png,images/hat.png,images/hat.png,images/hat.png,images/shirt.png,images/shirt.png,images/shirt.png,images/shirt.png,shirt,shirt,shirt,shirt,shirt,sock,sock,shirt,hat,hat,hat,hat,shirt,sock,hat,R,Y,all
pilot_3,8,12/3/15,4.947296372,female,fence,none,7568,none,some,all,nonefence,images/cup.png,images/cup.png,images/cup.png,images/cup.png,images/plane.png,images/plane.png,images/fence.png,images/fence.png,images/fence.png,images/fence.png,images/fence.png,images/fence.png,fence,fence,fence,fence,plane,plane,fence,fence,cup,cup,cup,cup,fence,plane,cup,C,N,some
pilot_3,9,12/3/15,4.947296372,female,pizza,none,2393,some,none,all,nonepizza,images/cake.png,images/cake.png,images/pizza.png,images/pizza.png,images/donut.png,images/donut.png,images/donut.png,images/donut.png,images/pizza.png,images/pizza.png,images/pizza.png,images/pizza.png,pizza,pizza,pizza,pizza,cake,cake,pizza,pizza,donut,donut,donut,donut,pizza,cake,donut,L,N,some
pilot_3,10,12/3/15,4.947296372,female,guitar,all,1396,none,all,some,allguitar,images/balloon.png,images/balloon.png,images/balloon.png,images/balloon.png,images/guitar.png,images/guitar.png,images/guitar.png,images/guitar.png,images/guitar.png,images/bell.png,images/bell.png,images/guitar.png,guitar,guitar,guitar,guitar,guitar,bell,bell,guitar,balloon,balloon,balloon,balloon,guitar,bell,balloon,C,Y,all
pilot_3,11,12/3/15,4.947296372,female,comb,some,6958,all,some,none,somecomb,images/comb.png,images/comb.png,images/comb.png,images/comb.png,images/comb.png,images/comb.png,images/barn.png,images/barn.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,comb,comb,comb,comb,comb,comb,barn,barn,partyhat,partyhat,partyhat,partyhat,comb,barn,partyhat,R,N,none
pilot_3,12,12/3/15,4.947296372,female,elephant,none,1812,none,some,all,noneelephant,images/lion.png,images/lion.png,images/lion.png,images/lion.png,images/sheep.png,images/elephant.png,images/sheep.png,images/elephant.png,images/elephant.png,images/elephant.png,images/elephant.png,images/elephant.png,elephant,elephant,elephant,elephant,sheep,elephant,sheep,elephant,lion,lion,lion,lion,elephant,sheep,lion,C,N,some
pilot_3,13,12/3/15,4.947296372,female,duck,some,2924,some,all,none,someduck,images/duck.png,images/duck.png,images/horse.png,images/horse.png,images/duck.png,images/duck.png,images/duck.png,images/duck.png,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/giraffe.png,duck,duck,duck,duck,duck,duck,horse,horse,giraffe,giraffe,giraffe,giraffe,duck,horse,giraffe,C,N,all
pilot_3,14,12/3/15,4.947296372,female,trafficlight,some,3030,none,all,some,sometrafficlight,images/spoon.png,images/spoon.png,images/spoon.png,images/spoon.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/fork.png,images/trafficlight.png,images/fork.png,trafficlight,trafficlight,trafficlight,trafficlight,trafficlight,fork,trafficlight,fork,spoon,spoon,spoon,spoon,trafficlight,fork,spoon,C,N,all
pilot_3,15,12/3/15,4.947296372,female,flower,none,1414,some,all,none,noneflower,images/flower.png,images/butterfly.png,images/butterfly.png,images/flower.png,images/flower.png,images/flower.png,images/flower.png,images/flower.png,images/chair.png,images/chair.png,images/chair.png,images/chair.png,flower,flower,flower,flower,flower,butterfly,butterfly,flower,chair,chair,chair,chair,flower,butterfly,chair,L,N,some
pilot_3,16,12/3/15,4.947296372,female,boat,some,2517,some,none,all,someboat,images/boat.png,images/boat.png,images/block.png,images/block.png,images/scissors.png,images/scissors.png,images/scissors.png,images/scissors.png,images/boat.png,images/boat.png,images/boat.png,images/boat.png,boat,boat,boat,boat,boat,boat,block,block,scissors,scissors,scissors,scissors,boat,block,scissors,R,N,all
pilot_3,17,12/3/15,4.947296372,female,toothbrush,some,1628,all,none,some,sometoothbrush,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/house.png,images/house.png,images/house.png,images/house.png,images/phone.png,images/toothbrush.png,images/toothbrush.png,images/phone.png,toothbrush,toothbrush,toothbrush,toothbrush,phone,toothbrush,toothbrush,phone,house,house,house,house,toothbrush,phone,house,L,N,all
pilot_3,18,12/3/15,4.947296372,female,pear,all,1883,none,some,all,allpear,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/pear.png,images/strawberry.png,images/pear.png,images/strawberry.png,images/pear.png,images/pear.png,images/pear.png,images/pear.png,pear,pear,pear,pear,pear,strawberry,pear,strawberry,popsicle,popsicle,popsicle,popsicle,pear,strawberry,popsicle,R,Y,all
pilot_3,19,12/3/15,4.947296372,female,purse,some,1791,all,none,some,somepurse,images/purse.png,images/purse.png,images/purse.png,images/purse.png,images/shorts.png,images/shorts.png,images/shorts.png,images/shorts.png,images/dress.png,images/dress.png,images/purse.png,images/purse.png,purse,purse,purse,purse,dress,dress,purse,purse,shorts,shorts,shorts,shorts,purse,dress,shorts,L,N,all
pilot_3,20,12/3/15,4.947296372,female,penguin,none,1107,none,all,some,nonepenguin,images/dog.png,images/dog.png,images/dog.png,images/dog.png,images/penguin.png,images/penguin.png,images/penguin.png,images/penguin.png,images/monkey.png,images/penguin.png,images/monkey.png,images/penguin.png,penguin,penguin,penguin,penguin,monkey,penguin,monkey,penguin,dog,dog,dog,dog,penguin,monkey,dog,R,N,some
pilot_3,21,12/3/15,4.947296372,female,present,none,1560,none,all,some,nonepresent,images/clock.png,images/clock.png,images/clock.png,images/clock.png,images/present.png,images/present.png,images/present.png,images/present.png,images/present.png,images/present.png,images/bus.png,images/bus.png,present,present,present,present,present,present,bus,bus,clock,clock,clock,clock,present,bus,clock,R,N,some
pilot_3,22,12/3/15,4.947296372,female,cow,all,2034,some,none,all,allcow,images/pig.png,images/cow.png,images/pig.png,images/cow.png,images/owl.png,images/owl.png,images/owl.png,images/owl.png,images/cow.png,images/cow.png,images/cow.png,images/cow.png,cow,cow,cow,cow,pig,cow,pig,cow,owl,owl,owl,owl,cow,pig,owl,R,Y,all
pilot_3,23,12/3/15,4.947296372,female,zipper,all,5878,none,some,all,allzipper,images/glasses.png,images/glasses.png,images/glasses.png,images/glasses.png,images/zipper.png,images/mitten.png,images/mitten.png,images/zipper.png,images/zipper.png,images/zipper.png,images/zipper.png,images/zipper.png,zipper,zipper,zipper,zipper,zipper,mitten,mitten,zipper,glasses,glasses,glasses,glasses,zipper,mitten,glasses,R,Y,all
pilot_3,24,12/3/15,4.947296372,female,drum,all,6063,none,some,all,alldrum,images/bike.png,images/bike.png,images/bike.png,images/bike.png,images/drum.png,images/book.png,images/book.png,images/drum.png,images/drum.png,images/drum.png,images/drum.png,images/drum.png,drum,drum,drum,drum,drum,book,book,drum,bike,bike,bike,bike,drum,book,bike,R,Y,all
pilot_3,25,12/3/15,4.947296372,female,orange,some,2091,some,none,all,someorange,images/orange.png,images/carrot.png,images/orange.png,images/carrot.png,images/banana.png,images/banana.png,images/banana.png,images/banana.png,images/orange.png,images/orange.png,images/orange.png,images/orange.png,orange,orange,orange,orange,orange,carrot,orange,carrot,banana,banana,banana,banana,orange,carrot,banana,L,Y,some
pilot_3,26,12/3/15,4.947296372,female,shoe,all,1487,none,some,all,allshoe,images/watch.png,images/watch.png,images/watch.png,images/watch.png,images/shoe.png,images/necklace.png,images/shoe.png,images/necklace.png,images/shoe.png,images/shoe.png,images/shoe.png,images/shoe.png,shoe,shoe,shoe,shoe,shoe,necklace,shoe,necklace,watch,watch,watch,watch,shoe,necklace,watch,R,Y,all
pilot_3,27,12/3/15,4.947296372,female,stroller,some,5046,all,none,some,somestroller,images/stroller.png,images/stroller.png,images/stroller.png,images/stroller.png,images/firetruck.png,images/firetruck.png,images/firetruck.png,images/firetruck.png,images/stroller.png,images/cupcake.png,images/stroller.png,images/cupcake.png,stroller,stroller,stroller,stroller,stroller,cupcake,stroller,cupcake,firetruck,firetruck,firetruck,firetruck,stroller,cupcake,firetruck,R,Y,some
pilot_3,28,12/3/15,4.947296372,female,key,none,1347,all,some,none,nonekey,images/key.png,images/key.png,images/key.png,images/key.png,images/table.png,images/key.png,images/table.png,images/key.png,images/tree.png,images/tree.png,images/tree.png,images/tree.png,key,key,key,key,table,key,table,key,tree,tree,tree,tree,key,table,tree,C,N,some
pilot_3,29,12/3/15,4.947296372,female,pretzel,all,2522,all,none,some,allpretzel,images/pretzel.png,images/pretzel.png,images/pretzel.png,images/pretzel.png,images/cookie.png,images/cookie.png,images/cookie.png,images/cookie.png,images/apple.png,images/pretzel.png,images/apple.png,images/pretzel.png,pretzel,pretzel,pretzel,pretzel,apple,pretzel,apple,pretzel,cookie,cookie,cookie,cookie,pretzel,apple,cookie,R,N,some
pilot_3,30,12/3/15,4.947296372,female,bear,some,1538,some,all,none,somebear,images/chicken.png,images/chicken.png,images/bear.png,images/bear.png,images/bear.png,images/bear.png,images/bear.png,images/bear.png,images/bird.png,images/bird.png,images/bird.png,images/bird.png,bear,bear,bear,bear,chicken,chicken,bear,bear,bird,bird,bird,bird,bear,chicken,bird,C,N,all
pilot_4,1,12/3/15,3.446954141,female,pretzel,none,8065,all,some,none,nonepretzel,images/pretzel.png,images/pretzel.png,images/pretzel.png,images/pretzel.png,images/pear.png,images/pretzel.png,images/pear.png,images/pretzel.png,images/banana.png,images/banana.png,images/banana.png,images/banana.png,pretzel,pretzel,pretzel,pretzel,pear,pretzel,pear,pretzel,banana,banana,banana,banana,pretzel,pear,banana,C,N,some
pilot_4,2,12/3/15,3.446954141,female,frog,none,6692,some,none,all,nonefrog,images/bear.png,images/frog.png,images/bear.png,images/frog.png,images/chicken.png,images/chicken.png,images/chicken.png,images/chicken.png,images/frog.png,images/frog.png,images/frog.png,images/frog.png,frog,frog,frog,frog,bear,frog,bear,frog,chicken,chicken,chicken,chicken,frog,bear,chicken,R,N,all
pilot_4,3,12/3/15,3.446954141,female,owl,all,4409,all,some,none,allowl,images/owl.png,images/owl.png,images/owl.png,images/owl.png,images/horse.png,images/owl.png,images/horse.png,images/owl.png,images/tiger.png,images/tiger.png,images/tiger.png,images/tiger.png,owl,owl,owl,owl,horse,owl,horse,owl,tiger,tiger,tiger,tiger,owl,horse,tiger,L,Y,all
pilot_4,4,12/3/15,3.446954141,female,carrot,none,6800,all,some,none,nonecarrot,images/carrot.png,images/carrot.png,images/carrot.png,images/carrot.png,images/carrot.png,images/carrot.png,images/cookie.png,images/cookie.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,carrot,carrot,carrot,carrot,carrot,carrot,cookie,cookie,popsicle,popsicle,popsicle,popsicle,carrot,cookie,popsicle,L,N,all
pilot_4,5,12/3/15,3.446954141,female,car,none,6854,none,some,all,nonecar,images/bus.png,images/bus.png,images/bus.png,images/bus.png,images/car.png,images/firetruck.png,images/car.png,images/firetruck.png,images/car.png,images/car.png,images/car.png,images/car.png,car,car,car,car,car,firetruck,car,firetruck,bus,bus,bus,bus,car,firetruck,bus,R,N,all
pilot_4,6,12/3/15,3.446954141,female,pencil,none,1823,none,all,some,nonepencil,images/bike.png,images/bike.png,images/bike.png,images/bike.png,images/pencil.png,images/pencil.png,images/pencil.png,images/pencil.png,images/teddybear.png,images/pencil.png,images/teddybear.png,images/pencil.png,pencil,pencil,pencil,pencil,teddybear,pencil,teddybear,pencil,bike,bike,bike,bike,pencil,teddybear,bike,C,N,all
