sub_id,trial_num,dot,time,age,sex,english,itemprompt,trial_type,rt,left_quant,center_quant,right_quant,audio_prompt,bookl_1,bookl_2,bookl_3,bookl_4,bookc_1,bookc_2,bookc_3,bookc_4,bookr_1,bookr_2,bookr_3,bookr_4,all1,all2,all3,all4,some1,some2,some3,some4,none1,none2,none3,none4,item1,item2,item3,selection_side,correct,selection_type
1716_2,20,1/7/16,15:10,5.054072553,F,1,lion,none,958,none,some,all,nonelion,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/lion.png,images/sheep.png,images/sheep.png,images/lion.png,images/lion.png,images/lion.png,images/lion.png,images/lion.png,lion,lion,lion,lion,lion,sheep,sheep,lion,giraffe,giraffe,giraffe,giraffe,lion,sheep,giraffe,R,N,all
1716_2,21,1/7/16,15:10,5.054072553,F,1,cat,all,1495,some,all,none,allcat,images/elephant.png,images/cat.png,images/cat.png,images/elephant.png,images/cat.png,images/cat.png,images/cat.png,images/cat.png,images/goat.png,images/goat.png,images/goat.png,images/goat.png,cat,cat,cat,cat,elephant,cat,cat,elephant,goat,goat,goat,goat,cat,elephant,goat,C,Y,all
1716_2,22,1/7/16,15:10,5.054072553,F,1,trafficlight,all,1852,all,some,none,alltrafficlight,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/barn.png,images/barn.png,images/house.png,images/house.png,images/house.png,images/house.png,trafficlight,trafficlight,trafficlight,trafficlight,trafficlight,trafficlight,barn,barn,house,house,house,house,trafficlight,barn,house,L,Y,all
1716_2,23,1/7/16,15:10,5.054072553,F,1,lamp,none,904,some,all,none,nonelamp,images/lamp.png,images/spoon.png,images/spoon.png,images/lamp.png,images/lamp.png,images/lamp.png,images/lamp.png,images/lamp.png,images/plane.png,images/plane.png,images/plane.png,images/plane.png,lamp,lamp,lamp,lamp,lamp,spoon,spoon,lamp,plane,plane,plane,plane,lamp,spoon,plane,C,N,all
1716_2,24,1/7/16,15:10,5.054072553,F,1,toothbrush,all,881,all,none,some,alltoothbrush,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/map.png,images/map.png,images/map.png,images/map.png,images/bus.png,images/toothbrush.png,images/bus.png,images/toothbrush.png,toothbrush,toothbrush,toothbrush,toothbrush,bus,toothbrush,bus,toothbrush,map,map,map,map,toothbrush,bus,map,L,Y,all
1716_2,25,1/7/16,15:10,5.054072553,F,1,frog,some,31462,all,some,none,somefrog,images/frog.png,images/frog.png,images/frog.png,images/frog.png,images/frog.png,images/chicken.png,images/frog.png,images/chicken.png,images/bear.png,images/bear.png,images/bear.png,images/bear.png,frog,frog,frog,frog,frog,chicken,frog,chicken,bear,bear,bear,bear,frog,chicken,bear,L,N,all
1716_2,26,1/7/16,15:10,5.054072553,F,1,dress,some,1495,all,some,none,somedress,images/dress.png,images/dress.png,images/dress.png,images/dress.png,images/dress.png,images/mitten.png,images/mitten.png,images/dress.png,images/purse.png,images/purse.png,images/purse.png,images/purse.png,dress,dress,dress,dress,dress,mitten,mitten,dress,purse,purse,purse,purse,dress,mitten,purse,L,N,all
1716_2,27,1/7/16,15:10,5.054072553,F,1,sock,all,1466,some,none,all,allsock,images/glasses.png,images/sock.png,images/glasses.png,images/sock.png,images/shoe.png,images/shoe.png,images/shoe.png,images/shoe.png,images/sock.png,images/sock.png,images/sock.png,images/sock.png,sock,sock,sock,sock,glasses,sock,glasses,sock,shoe,shoe,shoe,shoe,sock,glasses,shoe,R,Y,all
1716_2,28,1/7/16,15:10,5.054072553,F,1,teddybear,all,936,all,none,some,allteddybear,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/bell.png,images/bell.png,images/bell.png,images/bell.png,images/teddybear.png,images/guitar.png,images/teddybear.png,images/guitar.png,teddybear,teddybear,teddybear,teddybear,teddybear,guitar,teddybear,guitar,bell,bell,bell,bell,teddybear,guitar,bell,L,Y,all
1716_2,29,1/7/16,15:10,5.054072553,F,1,block,all,1475,none,some,all,allblock,images/soccer.png,images/soccer.png,images/soccer.png,images/soccer.png,images/block.png,images/book.png,images/block.png,images/book.png,images/block.png,images/block.png,images/block.png,images/block.png,block,block,block,block,block,book,block,book,soccer,soccer,soccer,soccer,block,book,soccer,R,Y,all
1716_2,30,1/7/16,15:10,5.054072553,F,1,orange,none,1405,none,some,all,noneorange,images/banana.png,images/banana.png,images/banana.png,images/banana.png,images/carrot.png,images/carrot.png,images/orange.png,images/orange.png,images/orange.png,images/orange.png,images/orange.png,images/orange.png,orange,orange,orange,orange,carrot,carrot,orange,orange,banana,banana,banana,banana,orange,carrot,banana,R,N,all
1716_3,1,1/7/16,15:56,4.602327173,M,0.95,carrot,none,4004,all,some,none,nonecarrot,images/carrot.png,images/carrot.png,images/carrot.png,images/carrot.png,images/carrot.png,images/pear.png,images/pear.png,images/carrot.png,images/banana.png,images/banana.png,images/banana.png,images/banana.png,carrot,carrot,carrot,carrot,carrot,pear,pear,carrot,banana,banana,banana,banana,carrot,pear,banana,R,Y,none
1716_3,2,1/7/16,15:56,4.602327173,M,0.95,cookie,all,3041,none,some,all,allcookie,images/apple.png,images/apple.png,images/apple.png,images/apple.png,images/cake.png,images/cookie.png,images/cookie.png,images/cake.png,images/cookie.png,images/cookie.png,images/cookie.png,images/cookie.png,cookie,cookie,cookie,cookie,cake,cookie,cookie,cake,apple,apple,apple,apple,cookie,cake,apple,R,Y,all
1716_3,3,1/7/16,15:56,4.602327173,M,0.95,popsicle,some,4337,some,none,all,somepopsicle,images/popsicle.png,images/strawberry.png,images/popsicle.png,images/strawberry.png,images/pretzel.png,images/pretzel.png,images/pretzel.png,images/pretzel.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,popsicle,popsicle,popsicle,popsicle,popsicle,strawberry,popsicle,strawberry,pretzel,pretzel,pretzel,pretzel,popsicle,strawberry,pretzel,L,Y,some
1716_3,4,1/7/16,15:56,4.602327173,M,0.95,lamp,some,3377,some,all,none,somelamp,images/table.png,images/lamp.png,images/lamp.png,images/table.png,images/lamp.png,images/lamp.png,images/lamp.png,images/lamp.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,lamp,lamp,lamp,lamp,table,lamp,lamp,table,toothbrush,toothbrush,toothbrush,toothbrush,lamp,table,toothbrush,L,Y,some
1716_3,5,1/7/16,15:56,4.602327173,M,0.95,bucket,all,1950,all,none,some,allbucket,images/bucket.png,images/bucket.png,images/bucket.png,images/bucket.png,images/soccer.png,images/soccer.png,images/soccer.png,images/soccer.png,images/boat.png,images/boat.png,images/bucket.png,images/bucket.png,bucket,bucket,bucket,bucket,boat,boat,bucket,bucket,soccer,soccer,soccer,soccer,bucket,boat,soccer,L,Y,all
1716_3,6,1/7/16,15:56,4.602327173,M,0.95,watch,all,1429,some,none,all,allwatch,images/watch.png,images/purse.png,images/purse.png,images/watch.png,images/shorts.png,images/shorts.png,images/shorts.png,images/shorts.png,images/watch.png,images/watch.png,images/watch.png,images/watch.png,watch,watch,watch,watch,watch,purse,purse,watch,shorts,shorts,shorts,shorts,watch,purse,shorts,R,Y,all
1716_3,7,1/7/16,15:56,4.602327173,M,0.95,elephant,some,1982,some,none,all,someelephant,images/frog.png,images/elephant.png,images/elephant.png,images/frog.png,images/turtle.png,images/turtle.png,images/turtle.png,images/turtle.png,images/elephant.png,images/elephant.png,images/elephant.png,images/elephant.png,elephant,elephant,elephant,elephant,frog,elephant,elephant,frog,turtle,turtle,turtle,turtle,elephant,frog,turtle,L,Y,some
1716_3,8,1/7/16,15:56,4.602327173,M,0.95,sock,some,1214,some,none,all,somesock,images/sock.png,images/glasses.png,images/sock.png,images/glasses.png,images/necklace.png,images/necklace.png,images/necklace.png,images/necklace.png,images/sock.png,images/sock.png,images/sock.png,images/sock.png,sock,sock,sock,sock,sock,glasses,sock,glasses,necklace,necklace,necklace,necklace,sock,glasses,necklace,L,Y,some
1716_3,9,1/7/16,15:56,4.602327173,M,0.95,goat,none,5768,none,some,all,nonegoat,images/duck.png,images/duck.png,images/duck.png,images/duck.png,images/bear.png,images/goat.png,images/bear.png,images/goat.png,images/goat.png,images/goat.png,images/goat.png,images/goat.png,goat,goat,goat,goat,bear,goat,bear,goat,duck,duck,duck,duck,goat,bear,duck,L,Y,none
1716_3,10,1/7/16,15:56,4.602327173,M,0.95,butterfly,some,2612,all,some,none,somebutterfly,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/plate.png,images/plate.png,images/spoon.png,images/spoon.png,images/spoon.png,images/spoon.png,butterfly,butterfly,butterfly,butterfly,butterfly,butterfly,plate,plate,spoon,spoon,spoon,spoon,butterfly,plate,spoon,C,Y,some
1716_3,11,1/7/16,15:56,4.602327173,M,0.95,map,some,1786,some,all,none,somemap,images/chair.png,images/map.png,images/chair.png,images/map.png,images/map.png,images/map.png,images/map.png,images/map.png,images/phone.png,images/phone.png,images/phone.png,images/phone.png,map,map,map,map,chair,map,chair,map,phone,phone,phone,phone,map,chair,phone,L,Y,some
1716_3,12,1/7/16,15:56,4.602327173,M,0.95,pencil,some,3010,none,some,all,somepencil,images/drum.png,images/drum.png,images/drum.png,images/drum.png,images/bell.png,images/pencil.png,images/pencil.png,images/bell.png,images/pencil.png,images/pencil.png,images/pencil.png,images/pencil.png,pencil,pencil,pencil,pencil,bell,pencil,pencil,bell,drum,drum,drum,drum,pencil,bell,drum,C,Y,some
1716_3,13,1/7/16,15:56,4.602327173,M,0.95,block,none,3365,some,all,none,noneblock,images/paintbrush.png,images/paintbrush.png,images/block.png,images/block.png,images/block.png,images/block.png,images/block.png,images/block.png,images/book.png,images/book.png,images/book.png,images/book.png,block,block,block,block,paintbrush,paintbrush,block,block,book,book,book,book,block,paintbrush,book,R,Y,none
1716_3,14,1/7/16,15:56,4.602327173,M,0.95,firetruck,all,1441,all,some,none,allfiretruck,images/firetruck.png,images/firetruck.png,images/firetruck.png,images/firetruck.png,images/bus.png,images/firetruck.png,images/bus.png,images/firetruck.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,firetruck,firetruck,firetruck,firetruck,bus,firetruck,bus,firetruck,partyhat,partyhat,partyhat,partyhat,firetruck,bus,partyhat,L,Y,all
1716_3,15,1/7/16,15:56,4.602327173,M,0.95,balloon,all,3318,none,some,all,allballoon,images/guitar.png,images/guitar.png,images/guitar.png,images/guitar.png,images/crayon.png,images/balloon.png,images/balloon.png,images/crayon.png,images/balloon.png,images/balloon.png,images/balloon.png,images/balloon.png,balloon,balloon,balloon,balloon,crayon,balloon,balloon,crayon,guitar,guitar,guitar,guitar,balloon,crayon,guitar,R,Y,all
1716_3,16,1/7/16,15:56,4.602327173,M,0.95,cup,none,3247,none,some,all,nonecup,images/bee.png,images/bee.png,images/bee.png,images/bee.png,images/cup.png,images/plane.png,images/plane.png,images/cup.png,images/cup.png,images/cup.png,images/cup.png,images/cup.png,cup,cup,cup,cup,cup,plane,plane,cup,bee,bee,bee,bee,cup,plane,bee,R,N,all
1716_3,17,1/7/16,15:56,4.602327173,M,0.95,shirt,all,2285,all,some,none,allshirt,images/shirt.png,images/shirt.png,images/shirt.png,images/shirt.png,images/hat.png,images/shirt.png,images/hat.png,images/shirt.png,images/zipper.png,images/zipper.png,images/zipper.png,images/zipper.png,shirt,shirt,shirt,shirt,hat,shirt,hat,shirt,zipper,zipper,zipper,zipper,shirt,hat,zipper,C,N,some
1716_3,18,1/7/16,15:56,4.602327173,M,0.95,trafficlight,none,2552,none,all,some,nonetrafficlight,images/key.png,images/key.png,images/key.png,images/key.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/fence.png,images/trafficlight.png,images/fence.png,trafficlight,trafficlight,trafficlight,trafficlight,trafficlight,fence,trafficlight,fence,key,key,key,key,trafficlight,fence,key,C,N,all
1716_3,19,1/7/16,15:56,4.602327173,M,0.95,barn,all,1705,some,all,none,allbarn,images/barn.png,images/comb.png,images/comb.png,images/barn.png,images/barn.png,images/barn.png,images/barn.png,images/barn.png,images/train.png,images/train.png,images/train.png,images/train.png,barn,barn,barn,barn,barn,comb,comb,barn,train,train,train,train,barn,comb,train,C,Y,all
1716_3,20,1/7/16,15:56,4.602327173,M,0.95,teddybear,all,1212,all,none,some,allteddybear,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/scissors.png,images/scissors.png,images/scissors.png,images/scissors.png,images/teddybear.png,images/teddybear.png,images/bike.png,images/bike.png,teddybear,teddybear,teddybear,teddybear,teddybear,teddybear,bike,bike,scissors,scissors,scissors,scissors,teddybear,bike,scissors,L,Y,all
1716_3,21,1/7/16,15:56,4.602327173,M,0.95,fish,some,982,some,none,all,somefish,images/fish.png,images/lion.png,images/fish.png,images/lion.png,images/sheep.png,images/sheep.png,images/sheep.png,images/sheep.png,images/fish.png,images/fish.png,images/fish.png,images/fish.png,fish,fish,fish,fish,fish,lion,fish,lion,sheep,sheep,sheep,sheep,fish,lion,sheep,L,Y,some
1716_3,22,1/7/16,15:56,4.602327173,M,0.95,cat,none,2187,none,some,all,nonecat,images/chicken.png,images/chicken.png,images/chicken.png,images/chicken.png,images/dog.png,images/dog.png,images/cat.png,images/cat.png,images/cat.png,images/cat.png,images/cat.png,images/cat.png,cat,cat,cat,cat,dog,dog,cat,cat,chicken,chicken,chicken,chicken,cat,dog,chicken,R,N,all
1716_3,23,1/7/16,15:56,4.602327173,M,0.95,owl,all,1405,some,none,all,allowl,images/owl.png,images/tiger.png,images/tiger.png,images/owl.png,images/horse.png,images/horse.png,images/horse.png,images/horse.png,images/owl.png,images/owl.png,images/owl.png,images/owl.png,owl,owl,owl,owl,owl,tiger,tiger,owl,horse,horse,horse,horse,owl,tiger,horse,R,Y,all
1716_3,24,1/7/16,15:56,4.602327173,M,0.95,shoe,none,1950,none,all,some,noneshoe,images/dress.png,images/dress.png,images/dress.png,images/dress.png,images/shoe.png,images/shoe.png,images/shoe.png,images/shoe.png,images/shoe.png,images/mitten.png,images/mitten.png,images/shoe.png,shoe,shoe,shoe,shoe,shoe,mitten,mitten,shoe,dress,dress,dress,dress,shoe,mitten,dress,C,N,all
1716_3,25,1/7/16,15:56,4.602327173,M,0.95,clock,some,1902,some,all,none,someclock,images/clock.png,images/clock.png,images/stroller.png,images/stroller.png,images/clock.png,images/clock.png,images/clock.png,images/clock.png,images/cupcake.png,images/cupcake.png,images/cupcake.png,images/cupcake.png,clock,clock,clock,clock,clock,clock,stroller,stroller,cupcake,cupcake,cupcake,cupcake,clock,stroller,cupcake,L,Y,some
1716_3,26,1/7/16,15:56,4.602327173,M,0.95,flower,all,1148,none,all,some,allflower,images/car.png,images/car.png,images/car.png,images/car.png,images/flower.png,images/flower.png,images/flower.png,images/flower.png,images/flower.png,images/flower.png,images/tree.png,images/tree.png,flower,flower,flower,flower,flower,flower,tree,tree,car,car,car,car,flower,tree,car,C,Y,all
1716_3,27,1/7/16,15:56,4.602327173,M,0.95,present,none,2492,some,none,all,nonepresent,images/house.png,images/house.png,images/present.png,images/present.png,images/fork.png,images/fork.png,images/fork.png,images/fork.png,images/present.png,images/present.png,images/present.png,images/present.png,present,present,present,present,house,house,present,present,fork,fork,fork,fork,present,house,fork,R,N,all
1716_3,28,1/7/16,15:56,4.602327173,M,0.95,giraffe,none,3911,none,all,some,nonegiraffe,images/bird.png,images/bird.png,images/bird.png,images/bird.png,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/pig.png,images/pig.png,giraffe,giraffe,giraffe,giraffe,giraffe,giraffe,pig,pig,bird,bird,bird,bird,giraffe,pig,bird,C,N,all
1716_3,29,1/7/16,15:56,4.602327173,M,0.95,orange,some,3474,all,some,none,someorange,images/orange.png,images/orange.png,images/orange.png,images/orange.png,images/donut.png,images/donut.png,images/orange.png,images/orange.png,images/pizza.png,images/pizza.png,images/pizza.png,images/pizza.png,orange,orange,orange,orange,donut,donut,orange,orange,pizza,pizza,pizza,pizza,orange,donut,pizza,C,Y,some
1716_3,30,1/7/16,15:56,4.602327173,M,0.95,penguin,none,5474,some,none,all,nonepenguin,images/penguin.png,images/cow.png,images/cow.png,images/penguin.png,images/monkey.png,images/monkey.png,images/monkey.png,images/monkey.png,images/penguin.png,images/penguin.png,images/penguin.png,images/penguin.png,penguin,penguin,penguin,penguin,penguin,cow,cow,penguin,monkey,monkey,monkey,monkey,penguin,cow,monkey,R,N,all
1816_1,1,1/8/16,12:38,4.569472964,M,0.75,shorts,none,14741,some,none,all,noneshorts,images/shoe.png,images/shorts.png,images/shorts.png,images/shoe.png,images/necklace.png,images/necklace.png,images/necklace.png,images/necklace.png,images/shorts.png,images/shorts.png,images/shorts.png,images/shorts.png,shorts,shorts,shorts,shorts,shoe,shorts,shorts,shoe,necklace,necklace,necklace,necklace,shorts,shoe,necklace,L,N,some
1816_1,2,1/8/16,12:38,4.569472964,M,0.75,strawberry,some,3291,all,some,none,somestrawberry,images/strawberry.png,images/strawberry.png,images/strawberry.png,images/strawberry.png,images/carrot.png,images/strawberry.png,images/carrot.png,images/strawberry.png,images/pretzel.png,images/pretzel.png,images/pretzel.png,images/pretzel.png,strawberry,strawberry,strawberry,strawberry,carrot,strawberry,carrot,strawberry,pretzel,pretzel,pretzel,pretzel,strawberry,carrot,pretzel,L,N,all
1816_1,3,1/8/16,12:38,4.569472964,M,0.75,mitten,some,6225,none,some,all,somemitten,images/shirt.png,images/shirt.png,images/shirt.png,images/shirt.png,images/mitten.png,images/purse.png,images/mitten.png,images/purse.png,images/mitten.png,images/mitten.png,images/mitten.png,images/mitten.png,mitten,mitten,mitten,mitten,mitten,purse,mitten,purse,shirt,shirt,shirt,shirt,mitten,purse,shirt,C,Y,some
1816_1,4,1/8/16,12:38,4.569472964,M,0.75,soccer,some,4188,none,some,all,somesoccer,images/book.png,images/book.png,images/book.png,images/book.png,images/soccer.png,images/bike.png,images/soccer.png,images/bike.png,images/soccer.png,images/soccer.png,images/soccer.png,images/soccer.png,soccer,soccer,soccer,soccer,soccer,bike,soccer,bike,book,book,book,book,soccer,bike,book,L,N,none
1816_1,5,1/8/16,12:38,4.569472964,M,0.75,hat,all,3352,some,all,none,allhat,images/hat.png,images/hat.png,images/zipper.png,images/zipper.png,images/hat.png,images/hat.png,images/hat.png,images/hat.png,images/dress.png,images/dress.png,images/dress.png,images/dress.png,hat,hat,hat,hat,hat,hat,zipper,zipper,dress,dress,dress,dress,hat,zipper,dress,C,Y,all
1816_1,6,1/8/16,12:38,4.569472964,M,0.75,paintbrush,none,3887,some,all,none,nonepaintbrush,images/balloon.png,images/paintbrush.png,images/balloon.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/boat.png,images/boat.png,images/boat.png,images/boat.png,paintbrush,paintbrush,paintbrush,paintbrush,balloon,paintbrush,balloon,paintbrush,boat,boat,boat,boat,paintbrush,balloon,boat,C,N,all
1816_1,7,1/8/16,12:38,4.569472964,M,0.75,pizza,some,2084,some,none,all,somepizza,images/pizza.png,images/banana.png,images/pizza.png,images/banana.png,images/apple.png,images/apple.png,images/apple.png,images/apple.png,images/pizza.png,images/pizza.png,images/pizza.png,images/pizza.png,pizza,pizza,pizza,pizza,pizza,banana,pizza,banana,apple,apple,apple,apple,pizza,banana,apple,L,Y,some
1816_1,8,1/8/16,12:38,4.569472964,M,0.75,trafficlight,none,2449,all,some,none,nonetrafficlight,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/partyhat.png,images/trafficlight.png,images/trafficlight.png,images/partyhat.png,images/car.png,images/car.png,images/car.png,images/car.png,trafficlight,trafficlight,trafficlight,trafficlight,partyhat,trafficlight,trafficlight,partyhat,car,car,car,car,trafficlight,partyhat,car,C,N,some
1816_1,9,1/8/16,12:38,4.569472964,M,0.75,map,all,2627,some,all,none,allmap,images/plane.png,images/map.png,images/plane.png,images/map.png,images/map.png,images/map.png,images/map.png,images/map.png,images/firetruck.png,images/firetruck.png,images/firetruck.png,images/firetruck.png,map,map,map,map,plane,map,plane,map,firetruck,firetruck,firetruck,firetruck,map,plane,firetruck,L,N,some
1816_1,10,1/8/16,12:38,4.569472964,M,0.75,popsicle,all,1470,none,all,some,allpopsicle,images/donut.png,images/donut.png,images/donut.png,images/donut.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/orange.png,images/orange.png,images/popsicle.png,images/popsicle.png,popsicle,popsicle,popsicle,popsicle,orange,orange,popsicle,popsicle,donut,donut,donut,donut,popsicle,orange,donut,C,Y,all
1816_1,11,1/8/16,12:38,4.569472964,M,0.75,guitar,all,1588,some,none,all,allguitar,images/block.png,images/guitar.png,images/block.png,images/guitar.png,images/bell.png,images/bell.png,images/bell.png,images/bell.png,images/guitar.png,images/guitar.png,images/guitar.png,images/guitar.png,guitar,guitar,guitar,guitar,block,guitar,block,guitar,bell,bell,bell,bell,guitar,block,bell,L,N,some
1816_1,12,1/8/16,12:38,4.569472964,M,0.75,bucket,none,1589,none,all,some,nonebucket,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/bucket.png,images/bucket.png,images/bucket.png,images/bucket.png,images/bucket.png,images/pencil.png,images/pencil.png,images/bucket.png,bucket,bucket,bucket,bucket,bucket,pencil,pencil,bucket,teddybear,teddybear,teddybear,teddybear,bucket,pencil,teddybear,C,N,all
1816_1,13,1/8/16,12:38,4.569472964,M,0.75,elephant,all,1400,all,none,some,allelephant,images/elephant.png,images/elephant.png,images/elephant.png,images/elephant.png,images/duck.png,images/duck.png,images/duck.png,images/duck.png,images/chicken.png,images/elephant.png,images/chicken.png,images/elephant.png,elephant,elephant,elephant,elephant,chicken,elephant,chicken,elephant,duck,duck,duck,duck,elephant,chicken,duck,L,Y,all
1816_1,14,1/8/16,12:38,4.569472964,M,0.75,sock,all,1905,none,some,all,allsock,images/watch.png,images/watch.png,images/watch.png,images/watch.png,images/glasses.png,images/sock.png,images/glasses.png,images/sock.png,images/sock.png,images/sock.png,images/sock.png,images/sock.png,sock,sock,sock,sock,glasses,sock,glasses,sock,watch,watch,watch,watch,sock,glasses,watch,R,Y,all
1816_1,15,1/8/16,12:38,4.569472964,M,0.75,chair,all,1582,none,some,all,allchair,images/table.png,images/table.png,images/table.png,images/table.png,images/chair.png,images/plate.png,images/plate.png,images/chair.png,images/chair.png,images/chair.png,images/chair.png,images/chair.png,chair,chair,chair,chair,chair,plate,plate,chair,table,table,table,table,chair,plate,table,R,Y,all
1816_1,16,1/8/16,12:38,4.569472964,M,0.75,bear,all,1554,some,none,all,allbear,images/bear.png,images/bear.png,images/sheep.png,images/sheep.png,images/turtle.png,images/turtle.png,images/turtle.png,images/turtle.png,images/bear.png,images/bear.png,images/bear.png,images/bear.png,bear,bear,bear,bear,bear,bear,sheep,sheep,turtle,turtle,turtle,turtle,bear,sheep,turtle,R,Y,all
1816_1,17,1/8/16,12:38,4.569472964,M,0.75,pig,none,3069,all,none,some,nonepig,images/pig.png,images/pig.png,images/pig.png,images/pig.png,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/penguin.png,images/pig.png,images/penguin.png,images/pig.png,pig,pig,pig,pig,penguin,pig,penguin,pig,giraffe,giraffe,giraffe,giraffe,pig,penguin,giraffe,R,N,some
1816_1,18,1/8/16,12:38,4.569472964,M,0.75,key,none,1335,some,all,none,nonekey,images/key.png,images/lamp.png,images/key.png,images/lamp.png,images/key.png,images/key.png,images/key.png,images/key.png,images/spoon.png,images/spoon.png,images/spoon.png,images/spoon.png,key,key,key,key,key,lamp,key,lamp,spoon,spoon,spoon,spoon,key,lamp,spoon,C,N,all
1816_1,19,1/8/16,12:38,4.569472964,M,0.75,pear,some,1010,some,all,none,somepear,images/pear.png,images/cake.png,images/pear.png,images/cake.png,images/pear.png,images/pear.png,images/pear.png,images/pear.png,images/cookie.png,images/cookie.png,images/cookie.png,images/cookie.png,pear,pear,pear,pear,pear,cake,pear,cake,cookie,cookie,cookie,cookie,pear,cake,cookie,C,N,all
1816_1,20,1/8/16,12:38,4.569472964,M,0.75,horse,none,2492,none,some,all,nonehorse,images/dog.png,images/dog.png,images/dog.png,images/dog.png,images/horse.png,images/horse.png,images/owl.png,images/owl.png,images/horse.png,images/horse.png,images/horse.png,images/horse.png,horse,horse,horse,horse,horse,horse,owl,owl,dog,dog,dog,dog,horse,owl,dog,C,N,some
1816_1,21,1/8/16,12:38,4.569472964,M,0.75,tree,some,2200,all,none,some,sometree,images/tree.png,images/tree.png,images/tree.png,images/tree.png,images/cup.png,images/cup.png,images/cup.png,images/cup.png,images/cupcake.png,images/cupcake.png,images/tree.png,images/tree.png,tree,tree,tree,tree,cupcake,cupcake,tree,tree,cup,cup,cup,cup,tree,cupcake,cup,C,N,none
1816_1,22,1/8/16,12:38,4.569472964,M,0.75,phone,all,912,none,all,some,allphone,images/flower.png,images/flower.png,images/flower.png,images/flower.png,images/phone.png,images/phone.png,images/phone.png,images/phone.png,images/barn.png,images/phone.png,images/phone.png,images/barn.png,phone,phone,phone,phone,barn,phone,phone,barn,flower,flower,flower,flower,phone,barn,flower,C,Y,all
1816_1,23,1/8/16,12:38,4.569472964,M,0.75,bus,none,12393,none,some,all,nonebus,images/house.png,images/house.png,images/house.png,images/house.png,images/bus.png,images/bus.png,images/toothbrush.png,images/toothbrush.png,images/bus.png,images/bus.png,images/bus.png,images/bus.png,bus,bus,bus,bus,bus,bus,toothbrush,toothbrush,house,house,house,house,bus,toothbrush,house,L,Y,none
1816_1,24,1/8/16,12:38,4.569472964,M,0.75,crayon,some,2971,none,some,all,somecrayon,images/drum.png,images/drum.png,images/drum.png,images/drum.png,images/crayon.png,images/crayon.png,images/scissors.png,images/scissors.png,images/crayon.png,images/crayon.png,images/crayon.png,images/crayon.png,crayon,crayon,crayon,crayon,crayon,crayon,scissors,scissors,drum,drum,drum,drum,crayon,scissors,drum,C,Y,some
1816_1,25,1/8/16,12:38,4.569472964,M,0.75,goat,some,3333,all,none,some,somegoat,images/goat.png,images/goat.png,images/goat.png,images/goat.png,images/tiger.png,images/tiger.png,images/tiger.png,images/tiger.png,images/goat.png,images/goat.png,images/cow.png,images/cow.png,goat,goat,goat,goat,goat,goat,cow,cow,tiger,tiger,tiger,tiger,goat,cow,tiger,C,N,none
1816_1,26,1/8/16,12:38,4.569472964,M,0.75,fence,none,2076,all,none,some,nonefence,images/fence.png,images/fence.png,images/fence.png,images/fence.png,images/present.png,images/present.png,images/present.png,images/present.png,images/clock.png,images/clock.png,images/fence.png,images/fence.png,fence,fence,fence,fence,clock,clock,fence,fence,present,present,present,present,fence,clock,present,C,Y,none
1816_1,27,1/8/16,12:38,4.569472964,M,0.75,monkey,some,1959,none,some,all,somemonkey,images/bird.png,images/bird.png,images/bird.png,images/bird.png,images/monkey.png,images/lion.png,images/lion.png,images/monkey.png,images/monkey.png,images/monkey.png,images/monkey.png,images/monkey.png,monkey,monkey,monkey,monkey,monkey,lion,lion,monkey,bird,bird,bird,bird,monkey,lion,bird,C,Y,some
1816_1,28,1/8/16,12:38,4.569472964,M,0.75,stroller,all,1712,all,none,some,allstroller,images/stroller.png,images/stroller.png,images/stroller.png,images/stroller.png,images/train.png,images/train.png,images/train.png,images/train.png,images/butterfly.png,images/butterfly.png,images/stroller.png,images/stroller.png,stroller,stroller,stroller,stroller,butterfly,butterfly,stroller,stroller,train,train,train,train,stroller,butterfly,train,L,Y,all
