sub_id,trial_num,dot,time,age,sex,itemprompt,trial_type,rt,left_quant,center_quant,right_quant,audio_prompt,bookl_1,bookl_2,bookl_3,bookl_4,bookc_1,bookc_2,bookc_3,bookc_4,bookr_1,bookr_2,bookr_3,bookr_4,all1,all2,all3,all4,some1,some2,some3,some4,none1,none2,none3,none4,item1,item2,item3,selection_side,correct,selection_type
121615_1,11,12/16/15,16:35,4.232717317,Female,soccer,all,3097,some,all,none,allsoccer,images/soccer.png,images/crayon.png,images/crayon.png,images/soccer.png,images/soccer.png,images/soccer.png,images/soccer.png,images/soccer.png,images/bell.png,images/bell.png,images/bell.png,images/bell.png,soccer,soccer,soccer,soccer,soccer,crayon,crayon,soccer,bell,bell,bell,bell,soccer,crayon,bell,C,Y,all
121615_1,12,12/16/15,16:35,4.232717317,Female,block,none,4233,none,some,all,noneblock,images/bike.png,images/bike.png,images/bike.png,images/bike.png,images/teddybear.png,images/block.png,images/teddybear.png,images/block.png,images/block.png,images/block.png,images/block.png,images/block.png,block,block,block,block,teddybear,block,teddybear,block,bike,bike,bike,bike,block,teddybear,bike,R,N,all
121615_1,13,12/16/15,16:35,4.232717317,Female,guitar,all,2415,all,some,none,allguitar,images/guitar.png,images/guitar.png,images/guitar.png,images/guitar.png,images/guitar.png,images/guitar.png,images/boat.png,images/boat.png,images/balloon.png,images/balloon.png,images/balloon.png,images/balloon.png,guitar,guitar,guitar,guitar,guitar,guitar,boat,boat,balloon,balloon,balloon,balloon,guitar,boat,balloon,L,Y,all
121615_1,14,12/16/15,16:35,4.232717317,Female,duck,none,1328,all,some,none,noneduck,images/duck.png,images/duck.png,images/duck.png,images/duck.png,images/dog.png,images/duck.png,images/dog.png,images/duck.png,images/turtle.png,images/turtle.png,images/turtle.png,images/turtle.png,duck,duck,duck,duck,dog,duck,dog,duck,turtle,turtle,turtle,turtle,duck,dog,turtle,L,N,all
121615_1,15,12/16/15,16:35,4.232717317,Female,pig,all,1266,all,some,none,allpig,images/pig.png,images/pig.png,images/pig.png,images/pig.png,images/pig.png,images/sheep.png,images/pig.png,images/sheep.png,images/tiger.png,images/tiger.png,images/tiger.png,images/tiger.png,pig,pig,pig,pig,pig,sheep,pig,sheep,tiger,tiger,tiger,tiger,pig,sheep,tiger,L,Y,all
121615_1,16,12/16/15,16:35,4.232717317,Female,paintbrush,all,2205,some,all,none,allpaintbrush,images/scissors.png,images/paintbrush.png,images/scissors.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/bucket.png,images/bucket.png,images/bucket.png,images/bucket.png,paintbrush,paintbrush,paintbrush,paintbrush,scissors,paintbrush,scissors,paintbrush,bucket,bucket,bucket,bucket,paintbrush,scissors,bucket,C,Y,all
121615_1,17,12/16/15,16:35,4.232717317,Female,flower,some,1130,none,all,some,someflower,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/flower.png,images/flower.png,images/flower.png,images/flower.png,images/phone.png,images/flower.png,images/flower.png,images/phone.png,flower,flower,flower,flower,phone,flower,flower,phone,butterfly,butterfly,butterfly,butterfly,flower,phone,butterfly,C,N,all
121615_1,18,12/16/15,16:35,4.232717317,Female,chair,none,10837,all,some,none,nonechair,images/chair.png,images/chair.png,images/chair.png,images/chair.png,images/map.png,images/chair.png,images/chair.png,images/map.png,images/firetruck.png,images/firetruck.png,images/firetruck.png,images/firetruck.png,chair,chair,chair,chair,map,chair,chair,map,firetruck,firetruck,firetruck,firetruck,chair,map,firetruck,R,Y,none
121615_1,19,12/16/15,16:35,4.232717317,Female,table,none,1240,some,all,none,nonetable,images/cup.png,images/cup.png,images/table.png,images/table.png,images/table.png,images/table.png,images/table.png,images/table.png,images/stroller.png,images/stroller.png,images/stroller.png,images/stroller.png,table,table,table,table,cup,cup,table,table,stroller,stroller,stroller,stroller,table,cup,stroller,C,N,all
121615_1,20,12/16/15,16:35,4.232717317,Female,carrot,all,2542,some,none,all,allcarrot,images/carrot.png,images/pear.png,images/carrot.png,images/pear.png,images/cookie.png,images/cookie.png,images/cookie.png,images/cookie.png,images/carrot.png,images/carrot.png,images/carrot.png,images/carrot.png,carrot,carrot,carrot,carrot,carrot,pear,carrot,pear,cookie,cookie,cookie,cookie,carrot,pear,cookie,R,Y,all
121615_1,21,12/16/15,16:35,4.232717317,Female,horse,some,7277,some,all,none,somehorse,images/chicken.png,images/horse.png,images/chicken.png,images/horse.png,images/horse.png,images/horse.png,images/horse.png,images/horse.png,images/goat.png,images/goat.png,images/goat.png,images/goat.png,horse,horse,horse,horse,chicken,horse,chicken,horse,goat,goat,goat,goat,horse,chicken,goat,C,N,all
121615_1,22,12/16/15,16:35,4.232717317,Female,orange,none,3542,some,all,none,noneorange,images/orange.png,images/orange.png,images/popsicle.png,images/popsicle.png,images/orange.png,images/orange.png,images/orange.png,images/orange.png,images/pizza.png,images/pizza.png,images/pizza.png,images/pizza.png,orange,orange,orange,orange,orange,orange,popsicle,popsicle,pizza,pizza,pizza,pizza,orange,popsicle,pizza,C,N,all
121615_1,23,12/16/15,16:35,4.232717317,Female,present,all,7676,none,some,all,allpresent,images/train.png,images/train.png,images/train.png,images/train.png,images/present.png,images/fork.png,images/fork.png,images/present.png,images/present.png,images/present.png,images/present.png,images/present.png,present,present,present,present,present,fork,fork,present,train,train,train,train,present,fork,train,L,N,none
121715_1,1,12/17/15,15:31,3.118412047,Male,purse,none,8999,none,all,some,nonepurse,images/shorts.png,images/shorts.png,images/shorts.png,images/shorts.png,images/purse.png,images/purse.png,images/purse.png,images/purse.png,images/purse.png,images/purse.png,images/dress.png,images/dress.png,purse,purse,purse,purse,purse,purse,dress,dress,shorts,shorts,shorts,shorts,purse,dress,shorts,C,N,all
121715_1,2,12/17/15,15:31,3.118412047,Male,block,all,4118,some,all,none,allblock,images/teddybear.png,images/block.png,images/teddybear.png,images/block.png,images/block.png,images/block.png,images/block.png,images/block.png,images/balloon.png,images/balloon.png,images/balloon.png,images/balloon.png,block,block,block,block,teddybear,block,teddybear,block,balloon,balloon,balloon,balloon,block,teddybear,balloon,C,Y,all
121715_1,3,12/17/15,15:31,3.118412047,Male,boat,none,1628,some,none,all,noneboat,images/crayon.png,images/crayon.png,images/boat.png,images/boat.png,images/drum.png,images/drum.png,images/drum.png,images/drum.png,images/boat.png,images/boat.png,images/boat.png,images/boat.png,boat,boat,boat,boat,crayon,crayon,boat,boat,drum,drum,drum,drum,boat,crayon,drum,L,N,some
121715_1,4,12/17/15,15:31,3.118412047,Male,donut,some,5431,none,all,some,somedonut,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/popsicle.png,images/donut.png,images/donut.png,images/donut.png,images/donut.png,images/cake.png,images/donut.png,images/donut.png,images/cake.png,donut,donut,donut,donut,cake,donut,donut,cake,popsicle,popsicle,popsicle,popsicle,donut,cake,popsicle,C,N,all
121715_1,5,12/17/15,15:31,3.118412047,Male,bee,all,84,some,all,none,allbee,images/bee.png,images/fork.png,images/bee.png,images/fork.png,images/bee.png,images/bee.png,images/bee.png,images/bee.png,images/cup.png,images/cup.png,images/cup.png,images/cup.png,bee,bee,bee,bee,bee,fork,bee,fork,cup,cup,cup,cup,bee,fork,cup,C,Y,all
121715_1,6,12/17/15,15:31,3.118412047,Male,partyhat,some,10819,some,none,all,somepartyhat,images/partyhat.png,images/partyhat.png,images/fence.png,images/fence.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/toothbrush.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,images/partyhat.png,partyhat,partyhat,partyhat,partyhat,partyhat,partyhat,fence,fence,toothbrush,toothbrush,toothbrush,toothbrush,partyhat,fence,toothbrush,L,Y,some
121715_1,7,12/17/15,15:31,3.118412047,Male,mitten,all,7854,none,some,all,allmitten,images/zipper.png,images/zipper.png,images/zipper.png,images/zipper.png,images/mitten.png,images/mitten.png,images/glasses.png,images/glasses.png,images/mitten.png,images/mitten.png,images/mitten.png,images/mitten.png,mitten,mitten,mitten,mitten,mitten,mitten,glasses,glasses,zipper,zipper,zipper,zipper,mitten,glasses,zipper,C,N,some
121715_1,8,12/17/15,15:31,3.118412047,Male,map,some,6217,all,some,none,somemap,images/map.png,images/map.png,images/map.png,images/map.png,images/map.png,images/car.png,images/map.png,images/car.png,images/chair.png,images/chair.png,images/chair.png,images/chair.png,map,map,map,map,map,car,map,car,chair,chair,chair,chair,map,car,chair,L,N,all
121715_1,9,12/17/15,15:31,3.118412047,Male,lamp,none,4498,some,none,all,nonelamp,images/present.png,images/lamp.png,images/present.png,images/lamp.png,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/butterfly.png,images/lamp.png,images/lamp.png,images/lamp.png,images/lamp.png,lamp,lamp,lamp,lamp,present,lamp,present,lamp,butterfly,butterfly,butterfly,butterfly,lamp,present,butterfly,R,N,all
121715_1,10,12/17/15,15:31,3.118412047,Male,bell,all,6399,none,all,some,allbell,images/bucket.png,images/bucket.png,images/bucket.png,images/bucket.png,images/bell.png,images/bell.png,images/bell.png,images/bell.png,images/bell.png,images/scissors.png,images/scissors.png,images/bell.png,bell,bell,bell,bell,bell,scissors,scissors,bell,bucket,bucket,bucket,bucket,bell,scissors,bucket,C,Y,all
121715_1,11,12/17/15,15:31,3.118412047,Male,goat,some,3908,all,some,none,somegoat,images/goat.png,images/goat.png,images/goat.png,images/goat.png,images/monkey.png,images/goat.png,images/monkey.png,images/goat.png,images/cat.png,images/cat.png,images/cat.png,images/cat.png,goat,goat,goat,goat,monkey,goat,monkey,goat,cat,cat,cat,cat,goat,monkey,cat,L,N,all
121715_1,12,12/17/15,15:31,3.118412047,Male,plane,none,12751,all,none,some,noneplane,images/plane.png,images/plane.png,images/plane.png,images/plane.png,images/firetruck.png,images/firetruck.png,images/firetruck.png,images/firetruck.png,images/plane.png,images/house.png,images/plane.png,images/house.png,plane,plane,plane,plane,plane,house,plane,house,firetruck,firetruck,firetruck,firetruck,plane,house,firetruck,L,N,all
121715_1,13,12/17/15,15:31,3.118412047,Male,paintbrush,some,11016,all,none,some,somepaintbrush,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/guitar.png,images/guitar.png,images/guitar.png,images/guitar.png,images/pencil.png,images/paintbrush.png,images/paintbrush.png,images/pencil.png,paintbrush,paintbrush,paintbrush,paintbrush,pencil,paintbrush,paintbrush,pencil,guitar,guitar,guitar,guitar,paintbrush,pencil,guitar,L,N,all
121715_1,14,12/17/15,15:31,3.118412047,Male,soccer,all,3495,all,none,some,allsoccer,images/soccer.png,images/soccer.png,images/soccer.png,images/soccer.png,images/book.png,images/book.png,images/book.png,images/book.png,images/bike.png,images/bike.png,images/soccer.png,images/soccer.png,soccer,soccer,soccer,soccer,bike,bike,soccer,soccer,book,book,book,book,soccer,bike,book,L,Y,all
121715_1,15,12/17/15,15:31,3.118412047,Male,sheep,some,2845,none,all,some,somesheep,images/dog.png,images/dog.png,images/dog.png,images/dog.png,images/sheep.png,images/sheep.png,images/sheep.png,images/sheep.png,images/sheep.png,images/horse.png,images/sheep.png,images/horse.png,sheep,sheep,sheep,sheep,sheep,horse,sheep,horse,dog,dog,dog,dog,sheep,horse,dog,C,N,all
121715_1,16,12/17/15,15:31,3.118412047,Male,strawberry,some,2568,some,all,none,somestrawberry,images/banana.png,images/strawberry.png,images/strawberry.png,images/banana.png,images/strawberry.png,images/strawberry.png,images/strawberry.png,images/strawberry.png,images/pretzel.png,images/pretzel.png,images/pretzel.png,images/pretzel.png,strawberry,strawberry,strawberry,strawberry,banana,strawberry,strawberry,banana,pretzel,pretzel,pretzel,pretzel,strawberry,banana,pretzel,C,N,all
121715_1,17,12/17/15,15:31,3.118412047,Male,sock,all,6779,none,all,some,allsock,images/watch.png,images/watch.png,images/watch.png,images/watch.png,images/sock.png,images/sock.png,images/sock.png,images/sock.png,images/sock.png,images/necklace.png,images/necklace.png,images/sock.png,sock,sock,sock,sock,sock,necklace,necklace,sock,watch,watch,watch,watch,sock,necklace,watch,C,Y,all
121715_1,18,12/17/15,15:31,3.118412047,Male,phone,none,7511,some,all,none,nonephone,images/flower.png,images/flower.png,images/phone.png,images/phone.png,images/phone.png,images/phone.png,images/phone.png,images/phone.png,images/key.png,images/key.png,images/key.png,images/key.png,phone,phone,phone,phone,flower,flower,phone,phone,key,key,key,key,phone,flower,key,C,N,all
121715_1,19,12/17/15,15:31,3.118412047,Male,table,none,7648,none,some,all,nonetable,images/stroller.png,images/stroller.png,images/stroller.png,images/stroller.png,images/spoon.png,images/table.png,images/spoon.png,images/table.png,images/table.png,images/table.png,images/table.png,images/table.png,table,table,table,table,spoon,table,spoon,table,stroller,stroller,stroller,stroller,table,spoon,stroller,C,N,some
121715_1,20,12/17/15,15:31,3.118412047,Male,bear,none,9250,all,none,some,nonebear,images/bear.png,images/bear.png,images/bear.png,images/bear.png,images/lion.png,images/lion.png,images/lion.png,images/lion.png,images/bear.png,images/fish.png,images/fish.png,images/bear.png,bear,bear,bear,bear,bear,fish,fish,bear,lion,lion,lion,lion,bear,fish,lion,L,N,all
121715_1,21,12/17/15,15:31,3.118412047,Male,penguin,all,5637,all,none,some,allpenguin,images/penguin.png,images/penguin.png,images/penguin.png,images/penguin.png,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/giraffe.png,images/frog.png,images/penguin.png,images/frog.png,images/penguin.png,penguin,penguin,penguin,penguin,frog,penguin,frog,penguin,giraffe,giraffe,giraffe,giraffe,penguin,frog,giraffe,L,Y,all
121715_1,22,12/17/15,15:31,3.118412047,Male,tiger,some,3797,none,all,some,sometiger,images/cow.png,images/cow.png,images/cow.png,images/cow.png,images/tiger.png,images/tiger.png,images/tiger.png,images/tiger.png,images/chicken.png,images/tiger.png,images/chicken.png,images/tiger.png,tiger,tiger,tiger,tiger,chicken,tiger,chicken,tiger,cow,cow,cow,cow,tiger,chicken,cow,C,N,all
121715_1,23,12/17/15,15:31,3.118412047,Male,pig,some,3399,some,none,all,somepig,images/elephant.png,images/pig.png,images/pig.png,images/elephant.png,images/owl.png,images/owl.png,images/owl.png,images/owl.png,images/pig.png,images/pig.png,images/pig.png,images/pig.png,pig,pig,pig,pig,elephant,pig,pig,elephant,owl,owl,owl,owl,pig,elephant,owl,R,N,all
121715_1,24,12/17/15,15:31,3.118412047,Male,pizza,all,2574,some,all,none,allpizza,images/carrot.png,images/carrot.png,images/pizza.png,images/pizza.png,images/pizza.png,images/pizza.png,images/pizza.png,images/pizza.png,images/cookie.png,images/cookie.png,images/cookie.png,images/cookie.png,pizza,pizza,pizza,pizza,carrot,carrot,pizza,pizza,cookie,cookie,cookie,cookie,pizza,carrot,cookie,C,Y,all
121715_1,25,12/17/15,15:31,3.118412047,Male,cupcake,none,3335,all,some,none,nonecupcake,images/cupcake.png,images/cupcake.png,images/cupcake.png,images/cupcake.png,images/cupcake.png,images/train.png,images/train.png,images/cupcake.png,images/bus.png,images/bus.png,images/bus.png,images/bus.png,cupcake,cupcake,cupcake,cupcake,cupcake,train,train,cupcake,bus,bus,bus,bus,cupcake,train,bus,L,N,all
121715_1,26,12/17/15,15:31,3.118412047,Male,apple,all,3028,none,all,some,allapple,images/orange.png,images/orange.png,images/orange.png,images/orange.png,images/apple.png,images/apple.png,images/apple.png,images/apple.png,images/pear.png,images/apple.png,images/apple.png,images/pear.png,apple,apple,apple,apple,pear,apple,apple,pear,orange,orange,orange,orange,apple,pear,orange,C,Y,all
121715_1,27,12/17/15,15:31,3.118412047,Male,turtle,some,1528,none,some,all,someturtle,images/duck.png,images/duck.png,images/duck.png,images/duck.png,images/turtle.png,images/turtle.png,images/bird.png,images/bird.png,images/turtle.png,images/turtle.png,images/turtle.png,images/turtle.png,turtle,turtle,turtle,turtle,turtle,turtle,bird,bird,duck,duck,duck,duck,turtle,bird,duck,R,N,all
121715_1,28,12/17/15,15:31,3.118412047,Male,comb,none,3935,all,some,none,nonecomb,images/comb.png,images/comb.png,images/comb.png,images/comb.png,images/barn.png,images/barn.png,images/comb.png,images/comb.png,images/tree.png,images/tree.png,images/tree.png,images/tree.png,comb,comb,comb,comb,barn,barn,comb,comb,tree,tree,tree,tree,comb,barn,tree,L,N,all
121715_1,29,12/17/15,15:31,3.118412047,Male,hat,all,3904,all,none,some,allhat,images/hat.png,images/hat.png,images/hat.png,images/hat.png,images/shoe.png,images/shoe.png,images/shoe.png,images/shoe.png,images/hat.png,images/shirt.png,images/shirt.png,images/hat.png,hat,hat,hat,hat,hat,shirt,shirt,hat,shoe,shoe,shoe,shoe,hat,shirt,shoe,L,Y,all
121715_1,30,12/17/15,15:31,3.118412047,Male,trafficlight,none,2844,none,all,some,nonetrafficlight,images/plate.png,images/plate.png,images/plate.png,images/plate.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/trafficlight.png,images/clock.png,images/trafficlight.png,images/clock.png,trafficlight,trafficlight,trafficlight,trafficlight,trafficlight,clock,trafficlight,clock,plate,plate,plate,plate,trafficlight,clock,plate,C,N,all
121815_1,1,12/18/15,11:08,4.585900068,Male,pizza,some,3753,none,all,some,somepizza,images/carrot.png,images/carrot.png,images/carrot.png,images/carrot.png,images/pizza.png,images/pizza.png,images/pizza.png,images/pizza.png,images/popsicle.png,images/popsicle.png,images/pizza.png,images/pizza.png,pizza,pizza,pizza,pizza,popsicle,popsicle,pizza,pizza,carrot,carrot,carrot,carrot,pizza,popsicle,carrot,C,N,all
121815_1,2,12/18/15,11:08,4.585900068,Male,duck,some,2759,some,none,all,someduck,images/penguin.png,images/duck.png,images/penguin.png,images/duck.png,images/dog.png,images/dog.png,images/dog.png,images/dog.png,images/duck.png,images/duck.png,images/duck.png,images/duck.png,duck,duck,duck,duck,penguin,duck,penguin,duck,dog,dog,dog,dog,duck,penguin,dog,R,N,all
121815_1,3,12/18/15,11:08,4.585900068,Male,chicken,some,2469,some,none,all,somechicken,images/chicken.png,images/chicken.png,images/pig.png,images/pig.png,images/cat.png,images/cat.png,images/cat.png,images/cat.png,images/chicken.png,images/chicken.png,images/chicken.png,images/chicken.png,chicken,chicken,chicken,chicken,chicken,chicken,pig,pig,cat,cat,cat,cat,chicken,pig,cat,R,N,all
121815_1,4,12/18/15,11:08,4.585900068,Male,necklace,all,4398,all,some,none,allnecklace,images/necklace.png,images/necklace.png,images/necklace.png,images/necklace.png,images/zipper.png,images/zipper.png,images/necklace.png,images/necklace.png,images/shoe.png,images/shoe.png,images/shoe.png,images/shoe.png,necklace,necklace,necklace,necklace,zipper,zipper,necklace,necklace,shoe,shoe,shoe,shoe,necklace,zipper,shoe,L,Y,all
121815_1,5,12/18/15,11:08,4.585900068,Male,paintbrush,all,2447,all,some,none,allpaintbrush,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/paintbrush.png,images/bike.png,images/paintbrush.png,images/bike.png,images/soccer.png,images/soccer.png,images/soccer.png,images/soccer.png,paintbrush,paintbrush,paintbrush,paintbrush,paintbrush,bike,paintbrush,bike,soccer,soccer,soccer,soccer,paintbrush,bike,soccer,L,Y,all
121815_1,6,12/18/15,11:08,4.585900068,Male,guitar,none,2890,some,none,all,noneguitar,images/guitar.png,images/bucket.png,images/bucket.png,images/guitar.png,images/pencil.png,images/pencil.png,images/pencil.png,images/pencil.png,images/guitar.png,images/guitar.png,images/guitar.png,images/guitar.png,guitar,guitar,guitar,guitar,guitar,bucket,bucket,guitar,pencil,pencil,pencil,pencil,guitar,bucket,pencil,R,N,all
121815_1,7,12/18/15,11:08,4.585900068,Male,lion,some,2183,some,all,none,somelion,images/lion.png,images/lion.png,images/giraffe.png,images/giraffe.png,images/lion.png,images/lion.png,images/lion.png,images/lion.png,images/sheep.png,images/sheep.png,images/sheep.png,images/sheep.png,lion,lion,lion,lion,lion,lion,giraffe,giraffe,sheep,sheep,sheep,sheep,lion,giraffe,sheep,C,N,all
121815_1,8,12/18/15,11:08,4.585900068,Male,owl,some,4078,some,none,all,someowl,images/goat.png,images/owl.png,images/goat.png,images/owl.png,images/horse.png,images/horse.png,images/horse.png,images/horse.png,images/owl.png,images/owl.png,images/owl.png,images/owl.png,owl,owl,owl,owl,goat,owl,goat,owl,horse,horse,horse,horse,owl,goat,horse,R,N,all
121815_1,9,12/18/15,11:08,4.585900068,Male,fish,none,2412,some,all,none,nonefish,images/fish.png,images/cow.png,images/cow.png,images/fish.png,images/fish.png,images/fish.png,images/fish.png,images/fish.png,images/monkey.png,images/monkey.png,images/monkey.png,images/monkey.png,fish,fish,fish,fish,fish,cow,cow,fish,monkey,monkey,monkey,monkey,fish,cow,monkey,C,N,all
121815_1,10,12/18/15,11:08,4.585900068,Male,teddybear,none,6300,all,some,none,noneteddybear,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/teddybear.png,images/block.png,images/block.png,images/teddybear.png,images/teddybear.png,images/scissors.png,images/scissors.png,images/scissors.png,images/scissors.png,teddybear,teddybear,teddybear,teddybear,block,block,teddybear,teddybear,scissors,scissors,scissors,scissors,teddybear,block,scissors,C,N,some
121815_1,11,12/18/15,11:08,4.585900068,Male,phone,none,4796,all,none,some,nonephone,images/phone.png,images/phone.png,images/phone.png,images/phone.png,images/car.png,images/car.png,images/car.png,images/car.png,images/phone.png,images/map.png,images/phone.png,images/map.png,phone,phone,phone,phone,phone,map,phone,map,car,car,car,car,phone,map,car,R,N,some
121815_1,12,12/18/15,11:08,4.585900068,Male,train,some,4491,none,some,all,sometrain,images/tree.png,images/tree.png,images/tree.png,images/tree.png,images/train.png,images/train.png,images/fork.png,images/fork.png,images/train.png,images/train.png,images/train.png,images/train.png,train,train,train,train,train,train,fork,fork,tree,tree,tree,tree,train,fork,tree,C,Y,some
121815_1,13,12/18/15,11:08,4.585900068,Male,drum,none,3853,some,none,all,nonedrum,images/book.png,images/book.png,images/drum.png,images/drum.png,images/bell.png,images/bell.png,images/bell.png,images/bell.png,images/drum.png,images/drum.png,images/drum.png,images/drum.png,drum,drum,drum,drum,book,book,drum,drum,bell,bell,bell,bell,drum,book,bell,L,N,some
121815_1,14,12/18/15,11:08,4.585900068,Male,spoon,none,3983,all,some,none,nonespoon,images/spoon.png,images/spoon.png,images/spoon.png,images/spoon.png,images/spoon.png,images/spoon.png,images/fence.png,images/fence.png,images/firetruck.png,images/firetruck.png,images/firetruck.png,images/firetruck.png,spoon,spoon,spoon,spoon,spoon,spoon,fence,fence,firetruck,firetruck,firetruck,firetruck,spoon,fence,firetruck,C,N,some
121815_1,15,12/18/15,11:08,4.585900068,Male,barn,none,4502,some,all,none,nonebarn,images/key.png,images/barn.png,images/barn.png,images/key.png,images/barn.png,images/barn.png,images/barn.png,images/barn.png,images/stroller.png,images/stroller.png,images/stroller.png,images/stroller.png,barn,barn,barn,barn,key,barn,barn,key,stroller,stroller,stroller,stroller,barn,key,stroller,C,N,all
121815_1,16,12/18/15,11:08,4.585900068,Male,cup,some,3814,some,none,all,somecup,images/cup.png,images/plane.png,images/plane.png,images/cup.png,images/bee.png,images/bee.png,images/bee.png,images/bee.png,images/cup.png,images/cup.png,images/cup.png,images/cup.png,cup,cup,cup,cup,cup,plane,plane,cup,bee,bee,bee,bee,cup,plane,bee,R,N,all
